transaction_date,month_name,Month_id,day_name,day_Number,trans_count,product_sold,product_category,product_detail,product_type,store_location,time_bucket,total_revenue
2023-04-28,Apr,2023-04,Fri,6,1,1,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,Hell's Kitchen,Morning,4.75
2023-04-28,Apr,2023-04,Fri,6,3,3,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,Hell's Kitchen,Morning,12.25
2023-04-28,Apr,2023-04,Fri,6,1,1,Coffee,Brazilian Lg,Organic brewed coffee,Hell's Kitchen,Morning,7.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Bakery,Scottish Cream Scone ,Scone,Astoria,Morning,4.50
2023-04-28,Apr,2023-04,Fri,6,1,1,Coffee,Cappuccino Lg,Barista Espresso,Astoria,Morning,4.25
2023-04-28,Apr,2023-04,Fri,6,1,1,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,Lower Manhattan,Morning,7.50
2023-04-28,Apr,2023-04,Fri,6,4,4,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,Hell's Kitchen,Morning,17.50
2023-04-28,Apr,2023-04,Fri,6,1,1,Tea,Earl Grey Rg,Brewed Black tea,Hell's Kitchen,Morning,2.50
2023-04-28,Apr,2023-04,Fri,6,3,3,Bakery,Ginger Biscotti,Biscotti,Hell's Kitchen,Morning,10.50
2023-04-28,Apr,2023-04,Fri,6,2,2,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,Hell's Kitchen,Morning,9.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Tea,Lemon Grass Lg,Brewed herbal tea,Hell's Kitchen,Morning,3.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Bakery,Ginger Scone,Scone,Astoria,Morning,6.50
2023-04-28,Apr,2023-04,Fri,6,3,3,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,Hell's Kitchen,Morning,22.50
2023-04-28,Apr,2023-04,Fri,6,3,3,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,Hell's Kitchen,Morning,12.75
2023-04-28,Apr,2023-04,Fri,6,2,2,Tea,Serenity Green Tea Lg,Brewed Green tea,Hell's Kitchen,Morning,9.00
2023-04-28,Apr,2023-04,Fri,6,3,3,Tea,Lemon Grass Rg,Brewed herbal tea,Hell's Kitchen,Morning,12.50
2023-04-28,Apr,2023-04,Fri,6,4,4,Tea,Peppermint Lg,Brewed herbal tea,Hell's Kitchen,Morning,15.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Tea,Peppermint Rg,Brewed herbal tea,Hell's Kitchen,Morning,7.50
2023-04-28,Apr,2023-04,Fri,6,5,5,Coffee,Cappuccino,Barista Espresso,Astoria,Morning,26.25
2023-04-28,Apr,2023-04,Fri,6,3,3,Coffee,Latte,Barista Espresso,Hell's Kitchen,Morning,15.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,Hell's Kitchen,Morning,15.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Bakery,Hazelnut Biscotti,Biscotti,Hell's Kitchen,Morning,3.25
2023-04-28,Apr,2023-04,Fri,6,2,2,Tea,Traditional Blend Chai Rg,Brewed Chai tea,Hell's Kitchen,Morning,5.00
2023-04-28,Apr,2023-04,Fri,6,3,3,Tea,Peppermint Lg,Brewed herbal tea,Lower Manhattan,Morning,12.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Tea,English Breakfast Lg,Brewed Black tea,Hell's Kitchen,Morning,6.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Coffee,Ethiopia Rg,Gourmet brewed coffee,Astoria,Morning,6.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Coffee,Our Old Time Diner Blend Sm,Drip coffee,Lower Manhattan,Morning,4.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Tea,English Breakfast Rg,Brewed Black tea,Astoria,Morning,10.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Tea,Peppermint Lg,Brewed herbal tea,Astoria,Morning,6.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,Astoria,Morning,7.50
2023-04-28,Apr,2023-04,Fri,6,2,2,Coffee,Our Old Time Diner Blend Lg,Drip coffee,Astoria,Morning,12.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,Hell's Kitchen,Morning,6.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Bakery,Croissant,Pastry,Astoria,Morning,3.50
2023-04-28,Apr,2023-04,Fri,6,2,2,Tea,Peppermint Rg,Brewed herbal tea,Lower Manhattan,Morning,10.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Tea,English Breakfast Lg,Brewed Black tea,Lower Manhattan,Morning,6.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Bakery,Scottish Cream Scone ,Scone,Lower Manhattan,Morning,4.50
2023-04-28,Apr,2023-04,Fri,6,2,2,Coffee,Brazilian Sm,Organic brewed coffee,Hell's Kitchen,Morning,6.60
2023-04-28,Apr,2023-04,Fri,6,3,3,Coffee,Ethiopia Lg,Gourmet brewed coffee,Hell's Kitchen,Morning,14.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Coffee,Our Old Time Diner Blend Lg,Drip coffee,Lower Manhattan,Morning,3.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Coffee,Ethiopia Rg,Gourmet brewed coffee,Lower Manhattan,Morning,6.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Coffee,Our Old Time Diner Blend Rg,Drip coffee,Lower Manhattan,Morning,5.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,Lower Manhattan,Morning,12.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,Hell's Kitchen,Morning,2.50
2023-04-28,Apr,2023-04,Fri,6,3,3,Tea,Lemon Grass Lg,Brewed herbal tea,Lower Manhattan,Morning,15.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Tea,Serenity Green Tea Rg,Brewed Green tea,Lower Manhattan,Morning,5.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Bakery,Hazelnut Biscotti,Biscotti,Lower Manhattan,Morning,3.25
2023-04-28,Apr,2023-04,Fri,6,2,2,Coffee,Brazilian Lg,Organic brewed coffee,Astoria,Morning,10.50
2023-04-28,Apr,2023-04,Fri,6,1,1,Coffee,Espresso shot,Barista Espresso,Hell's Kitchen,Morning,3.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,Astoria,Morning,15.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,Lower Manhattan,Morning,6.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Coffee,Ethiopia Rg,Gourmet brewed coffee,Hell's Kitchen,Morning,9.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Bakery,Almond Croissant,Pastry,Hell's Kitchen,Morning,3.75
2023-04-28,Apr,2023-04,Fri,6,2,2,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,Astoria,Morning,5.10
2023-04-28,Apr,2023-04,Fri,6,2,2,Coffee,Cappuccino,Barista Espresso,Lower Manhattan,Morning,15.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Coffee,Brazilian Rg,Organic brewed coffee,Hell's Kitchen,Morning,9.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Bakery,Oatmeal Scone,Scone,Hell's Kitchen,Morning,3.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Coffee,Latte Rg,Barista Espresso,Hell's Kitchen,Morning,4.25
2023-04-28,Apr,2023-04,Fri,6,1,1,Coffee,Ethiopia Sm,Gourmet brewed coffee,Hell's Kitchen,Morning,2.20
2023-04-28,Apr,2023-04,Fri,6,1,1,Bakery,Cranberry Scone,Scone,Hell's Kitchen,Morning,3.25
2023-04-28,Apr,2023-04,Fri,6,1,1,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,Astoria,Morning,7.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Coffee,Cappuccino,Barista Espresso,Hell's Kitchen,Morning,11.25
2023-04-28,Apr,2023-04,Fri,6,2,2,Bakery,Scottish Cream Scone ,Scone,Hell's Kitchen,Morning,9.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,Astoria,Morning,4.50
2023-04-28,Apr,2023-04,Fri,6,1,1,Coffee,Our Old Time Diner Blend Sm,Drip coffee,Hell's Kitchen,Morning,4.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Tea,Earl Grey Rg,Brewed Black tea,Lower Manhattan,Morning,7.50
2023-04-28,Apr,2023-04,Fri,6,1,1,Bakery,Jumbo Savory Scone,Scone,Lower Manhattan,Morning,3.75
2023-04-28,Apr,2023-04,Fri,6,1,1,Tea,Traditional Blend Chai Rg,Brewed Chai tea,Lower Manhattan,Morning,5.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Bakery,Chocolate Croissant,Pastry,Lower Manhattan,Morning,3.75
2023-04-28,Apr,2023-04,Fri,6,1,1,Bakery,Hazelnut Biscotti,Biscotti,Astoria,Morning,3.25
2023-04-28,Apr,2023-04,Fri,6,1,1,Tea,Earl Grey Lg,Brewed Black tea,Astoria,Morning,6.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Coffee,Brazilian Lg,Organic brewed coffee,Lower Manhattan,Morning,7.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,Lower Manhattan,Morning,10.50
2023-04-28,Apr,2023-04,Fri,6,1,1,Bakery,Chocolate Chip Biscotti,Biscotti,Lower Manhattan,Morning,3.50
2023-04-28,Apr,2023-04,Fri,6,1,1,Coffee,Cappuccino Lg,Barista Espresso,Hell's Kitchen,Morning,4.25
2023-04-28,Apr,2023-04,Fri,6,5,5,Tea,Peppermint Rg,Brewed herbal tea,Lower Manhattan,Afternoon,22.50
2023-04-28,Apr,2023-04,Fri,6,3,3,Bakery,Jumbo Savory Scone,Scone,Lower Manhattan,Afternoon,11.25
2023-04-28,Apr,2023-04,Fri,6,5,5,Tea,Peppermint Rg,Brewed herbal tea,Astoria,Afternoon,15.00
2023-04-28,Apr,2023-04,Fri,6,5,5,Coffee,Ethiopia Lg,Gourmet brewed coffee,Lower Manhattan,Afternoon,24.50
2023-04-28,Apr,2023-04,Fri,6,2,2,Bakery,Scottish Cream Scone ,Scone,Lower Manhattan,Afternoon,9.00
2023-04-28,Apr,2023-04,Fri,6,3,3,Coffee,Brazilian Sm,Organic brewed coffee,Astoria,Afternoon,11.00
2023-04-28,Apr,2023-04,Fri,6,6,6,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,Hell's Kitchen,Afternoon,28.00
2023-04-28,Apr,2023-04,Fri,6,4,4,Coffee,Our Old Time Diner Blend Sm,Drip coffee,Lower Manhattan,Afternoon,12.00
2023-04-28,Apr,2023-04,Fri,6,3,3,Coffee,Our Old Time Diner Blend Lg,Drip coffee,Lower Manhattan,Afternoon,15.00
2023-04-28,Apr,2023-04,Fri,6,3,3,Tea,Lemon Grass Rg,Brewed herbal tea,Hell's Kitchen,Afternoon,12.50
2023-04-28,Apr,2023-04,Fri,6,3,3,Bakery,Scottish Cream Scone ,Scone,Hell's Kitchen,Afternoon,13.50
2023-04-28,Apr,2023-04,Fri,6,3,3,Coffee,Cappuccino,Barista Espresso,Astoria,Afternoon,18.75
2023-04-28,Apr,2023-04,Fri,6,4,4,Bakery,Jumbo Savory Scone,Scone,Astoria,Afternoon,15.00
2023-04-28,Apr,2023-04,Fri,6,5,5,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,Hell's Kitchen,Afternoon,36.00
2023-04-28,Apr,2023-04,Fri,6,6,6,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,Hell's Kitchen,Afternoon,36.00
2023-04-28,Apr,2023-04,Fri,6,5,5,Coffee,Ethiopia Lg,Gourmet brewed coffee,Hell's Kitchen,Afternoon,28.00
2023-04-28,Apr,2023-04,Fri,6,5,5,Coffee,Espresso shot,Barista Espresso,Lower Manhattan,Afternoon,24.00
2023-04-28,Apr,2023-04,Fri,6,5,5,Coffee,Ouro Brasileiro shot,Barista Espresso,Lower Manhattan,Afternoon,19.50
2023-04-28,Apr,2023-04,Fri,6,4,4,Bakery,Ginger Scone,Scone,Lower Manhattan,Afternoon,16.50
2023-04-28,Apr,2023-04,Fri,6,1,1,Bakery,Cranberry Scone,Scone,Astoria,Afternoon,3.25
2023-04-28,Apr,2023-04,Fri,6,5,5,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,Lower Manhattan,Afternoon,18.60
2023-04-28,Apr,2023-04,Fri,6,3,3,Bakery,Ginger Biscotti,Biscotti,Lower Manhattan,Afternoon,10.50
2023-04-28,Apr,2023-04,Fri,6,4,4,Coffee,Ethiopia Sm,Gourmet brewed coffee,Lower Manhattan,Afternoon,15.40
2023-04-28,Apr,2023-04,Fri,6,3,3,Coffee,Latte,Barista Espresso,Lower Manhattan,Afternoon,18.75
2023-04-28,Apr,2023-04,Fri,6,6,6,Coffee,Brazilian Rg,Organic brewed coffee,Hell's Kitchen,Afternoon,24.00
2023-04-28,Apr,2023-04,Fri,6,4,4,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,Astoria,Afternoon,18.75
2023-04-28,Apr,2023-04,Fri,6,1,1,Bakery,Chocolate Chip Biscotti,Biscotti,Astoria,Afternoon,3.50
2023-04-28,Apr,2023-04,Fri,6,3,3,Coffee,Ethiopia Sm,Gourmet brewed coffee,Hell's Kitchen,Afternoon,11.00
2023-04-28,Apr,2023-04,Fri,6,4,4,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,Lower Manhattan,Afternoon,15.50
2023-04-28,Apr,2023-04,Fri,6,6,6,Coffee,Latte,Barista Espresso,Astoria,Afternoon,37.50
2023-04-28,Apr,2023-04,Fri,6,3,3,Coffee,Ethiopia Lg,Gourmet brewed coffee,Astoria,Afternoon,14.00
2023-04-28,Apr,2023-04,Fri,6,3,3,Tea,Lemon Grass Lg,Brewed herbal tea,Astoria,Afternoon,12.00
2023-04-28,Apr,2023-04,Fri,6,3,3,Tea,English Breakfast Rg,Brewed Black tea,Lower Manhattan,Afternoon,10.00
2023-04-28,Apr,2023-04,Fri,6,3,3,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,Hell's Kitchen,Afternoon,12.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Tea,Serenity Green Tea Rg,Brewed Green tea,Astoria,Afternoon,10.00
2023-04-28,Apr,2023-04,Fri,6,3,3,Coffee,Brazilian Lg,Organic brewed coffee,Astoria,Afternoon,17.50
2023-04-28,Apr,2023-04,Fri,6,1,1,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,Lower Manhattan,Afternoon,8.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Tea,Traditional Blend Chai Lg,Brewed Chai tea,Hell's Kitchen,Afternoon,12.00
2023-04-28,Apr,2023-04,Fri,6,3,3,Bakery,Cranberry Scone,Scone,Hell's Kitchen,Afternoon,9.75
2023-04-28,Apr,2023-04,Fri,6,6,6,Tea,Peppermint Lg,Brewed herbal tea,Astoria,Afternoon,21.00
2023-04-28,Apr,2023-04,Fri,6,3,3,Coffee,Ethiopia Sm,Gourmet brewed coffee,Astoria,Afternoon,11.00
2023-04-28,Apr,2023-04,Fri,6,5,5,Coffee,Espresso shot,Barista Espresso,Hell's Kitchen,Afternoon,24.00
2023-04-28,Apr,2023-04,Fri,6,5,5,Tea,Serenity Green Tea Lg,Brewed Green tea,Lower Manhattan,Afternoon,21.00
2023-04-28,Apr,2023-04,Fri,6,6,6,Coffee,Ethiopia Rg,Gourmet brewed coffee,Hell's Kitchen,Afternoon,21.00
2023-04-28,Apr,2023-04,Fri,6,6,6,Coffee,Ethiopia Rg,Gourmet brewed coffee,Astoria,Afternoon,30.00
2023-04-28,Apr,2023-04,Fri,6,4,4,Coffee,Espresso shot,Barista Espresso,Astoria,Afternoon,21.00
2023-04-28,Apr,2023-04,Fri,6,5,5,Coffee,Ethiopia Rg,Gourmet brewed coffee,Lower Manhattan,Afternoon,24.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Coffee,Cappuccino Lg,Barista Espresso,Astoria,Afternoon,12.75
2023-04-28,Apr,2023-04,Fri,6,3,3,Coffee,Our Old Time Diner Blend Sm,Drip coffee,Astoria,Afternoon,12.00
2023-04-28,Apr,2023-04,Fri,6,7,7,Coffee,Our Old Time Diner Blend Lg,Drip coffee,Hell's Kitchen,Afternoon,33.00
2023-04-28,Apr,2023-04,Fri,6,3,3,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,Astoria,Afternoon,12.40
2023-04-28,Apr,2023-04,Fri,6,4,4,Coffee,Cappuccino,Barista Espresso,Lower Manhattan,Afternoon,26.25
2023-04-28,Apr,2023-04,Fri,6,5,5,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,Astoria,Afternoon,12.50
2023-04-28,Apr,2023-04,Fri,6,3,3,Coffee,Our Old Time Diner Blend Rg,Drip coffee,Lower Manhattan,Afternoon,15.00
2023-04-28,Apr,2023-04,Fri,6,3,3,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,Hell's Kitchen,Afternoon,12.00
2023-04-28,Apr,2023-04,Fri,6,3,3,Coffee,Our Old Time Diner Blend Sm,Drip coffee,Hell's Kitchen,Afternoon,10.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Bakery,Jumbo Savory Scone,Scone,Hell's Kitchen,Afternoon,7.50
2023-04-28,Apr,2023-04,Fri,6,3,3,Tea,English Breakfast Lg,Brewed Black tea,Lower Manhattan,Afternoon,12.00
2023-04-28,Apr,2023-04,Fri,6,4,4,Coffee,Brazilian Rg,Organic brewed coffee,Lower Manhattan,Afternoon,24.00
2023-04-28,Apr,2023-04,Fri,6,3,3,Coffee,Latte Rg,Barista Espresso,Hell's Kitchen,Afternoon,21.25
2023-04-28,Apr,2023-04,Fri,6,1,1,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,Lower Manhattan,Afternoon,6.00
2023-04-28,Apr,2023-04,Fri,6,3,3,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,Astoria,Afternoon,15.00
2023-04-28,Apr,2023-04,Fri,6,5,5,Coffee,Cappuccino,Barista Espresso,Hell's Kitchen,Afternoon,26.25
2023-04-28,Apr,2023-04,Fri,6,4,4,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,Astoria,Afternoon,18.75
2023-04-28,Apr,2023-04,Fri,6,5,5,Coffee,Brazilian Lg,Organic brewed coffee,Lower Manhattan,Afternoon,28.00
2023-04-28,Apr,2023-04,Fri,6,3,3,Bakery,Oatmeal Scone,Scone,Lower Manhattan,Afternoon,9.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Bakery,Croissant,Pastry,Astoria,Afternoon,7.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Tea,English Breakfast Rg,Brewed Black tea,Astoria,Afternoon,5.00
2023-04-28,Apr,2023-04,Fri,6,3,3,Bakery,Scottish Cream Scone ,Scone,Astoria,Afternoon,13.50
2023-04-28,Apr,2023-04,Fri,6,2,2,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,Astoria,Afternoon,9.30
2023-04-28,Apr,2023-04,Fri,6,1,1,Bakery,Croissant,Pastry,Lower Manhattan,Afternoon,3.50
2023-04-28,Apr,2023-04,Fri,6,6,6,Bakery,Chocolate Chip Biscotti,Biscotti,Hell's Kitchen,Afternoon,21.00
2023-04-28,Apr,2023-04,Fri,6,4,4,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,Hell's Kitchen,Afternoon,28.50
2023-04-28,Apr,2023-04,Fri,6,3,3,Tea,Peppermint Lg,Brewed herbal tea,Hell's Kitchen,Afternoon,18.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Tea,Traditional Blend Chai Lg,Brewed Chai tea,Astoria,Afternoon,9.00
2023-04-28,Apr,2023-04,Fri,6,3,3,Coffee,Brazilian Sm,Organic brewed coffee,Lower Manhattan,Afternoon,13.20
2023-04-28,Apr,2023-04,Fri,6,1,1,Bakery,Hazelnut Biscotti,Biscotti,Hell's Kitchen,Afternoon,3.25
2023-04-28,Apr,2023-04,Fri,6,3,3,Coffee,Latte,Barista Espresso,Hell's Kitchen,Afternoon,15.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,Lower Manhattan,Afternoon,7.50
2023-04-28,Apr,2023-04,Fri,6,4,4,Tea,Lemon Grass Rg,Brewed herbal tea,Astoria,Afternoon,12.50
2023-04-28,Apr,2023-04,Fri,6,1,1,Bakery,Oatmeal Scone,Scone,Astoria,Afternoon,3.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,Hell's Kitchen,Afternoon,7.50
2023-04-28,Apr,2023-04,Fri,6,3,3,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,Astoria,Afternoon,17.50
2023-04-28,Apr,2023-04,Fri,6,1,1,Bakery,Ginger Scone,Scone,Astoria,Afternoon,3.25
2023-04-28,Apr,2023-04,Fri,6,3,3,Coffee,Our Old Time Diner Blend Rg,Drip coffee,Hell's Kitchen,Afternoon,10.00
2023-04-28,Apr,2023-04,Fri,6,4,4,Tea,Traditional Blend Chai Lg,Brewed Chai tea,Lower Manhattan,Afternoon,18.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,Lower Manhattan,Afternoon,4.50
2023-04-28,Apr,2023-04,Fri,6,4,4,Tea,Earl Grey Lg,Brewed Black tea,Lower Manhattan,Afternoon,15.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Tea,Earl Grey Rg,Brewed Black tea,Lower Manhattan,Afternoon,2.50
2023-04-28,Apr,2023-04,Fri,6,3,3,Tea,English Breakfast Lg,Brewed Black tea,Astoria,Afternoon,15.00
2023-04-28,Apr,2023-04,Fri,6,3,3,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,Astoria,Afternoon,12.75
2023-04-28,Apr,2023-04,Fri,6,2,2,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,Astoria,Afternoon,9.50
2023-04-28,Apr,2023-04,Fri,6,4,4,Tea,Traditional Blend Chai Rg,Brewed Chai tea,Hell's Kitchen,Afternoon,12.50
2023-04-28,Apr,2023-04,Fri,6,2,2,Tea,Earl Grey Lg,Brewed Black tea,Astoria,Afternoon,9.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Tea,Serenity Green Tea Rg,Brewed Green tea,Lower Manhattan,Afternoon,7.50
2023-04-28,Apr,2023-04,Fri,6,2,2,Tea,English Breakfast Lg,Brewed Black tea,Hell's Kitchen,Afternoon,12.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,Hell's Kitchen,Afternoon,15.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,Lower Manhattan,Afternoon,10.20
2023-04-28,Apr,2023-04,Fri,6,4,4,Coffee,Brazilian Rg,Organic brewed coffee,Astoria,Afternoon,15.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Bakery,Oatmeal Scone,Scone,Hell's Kitchen,Afternoon,6.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Coffee,Brazilian Lg,Organic brewed coffee,Hell's Kitchen,Afternoon,10.50
2023-04-28,Apr,2023-04,Fri,6,3,3,Bakery,Hazelnut Biscotti,Biscotti,Lower Manhattan,Afternoon,9.75
2023-04-28,Apr,2023-04,Fri,6,1,1,Coffee,Latte Rg,Barista Espresso,Astoria,Afternoon,8.50
2023-04-28,Apr,2023-04,Fri,6,2,2,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,Hell's Kitchen,Afternoon,9.30
2023-04-28,Apr,2023-04,Fri,6,5,5,Coffee,Ouro Brasileiro shot,Barista Espresso,Hell's Kitchen,Afternoon,14.40
2023-04-28,Apr,2023-04,Fri,6,1,1,Tea,Earl Grey Lg,Brewed Black tea,Hell's Kitchen,Afternoon,3.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,Astoria,Afternoon,12.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Bakery,Hazelnut Biscotti,Biscotti,Astoria,Afternoon,6.50
2023-04-28,Apr,2023-04,Fri,6,2,2,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,Lower Manhattan,Afternoon,4.90
2023-04-28,Apr,2023-04,Fri,6,4,4,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,Lower Manhattan,Afternoon,23.75
2023-04-28,Apr,2023-04,Fri,6,2,2,Bakery,Chocolate Chip Biscotti,Biscotti,Lower Manhattan,Afternoon,7.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Coffee,Cappuccino Lg,Barista Espresso,Lower Manhattan,Afternoon,4.25
2023-04-28,Apr,2023-04,Fri,6,1,1,Bakery,Cranberry Scone,Scone,Lower Manhattan,Afternoon,3.25
2023-04-28,Apr,2023-04,Fri,6,3,3,Tea,Lemon Grass Rg,Brewed herbal tea,Lower Manhattan,Afternoon,10.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Tea,Earl Grey Rg,Brewed Black tea,Astoria,Afternoon,7.50
2023-04-28,Apr,2023-04,Fri,6,2,2,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,Astoria,Afternoon,7.35
2023-04-28,Apr,2023-04,Fri,6,1,1,Coffee,Latte Rg,Barista Espresso,Lower Manhattan,Afternoon,8.50
2023-04-28,Apr,2023-04,Fri,6,2,2,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,Lower Manhattan,Afternoon,4.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Tea,Lemon Grass Lg,Brewed herbal tea,Lower Manhattan,Afternoon,9.00
2023-04-28,Apr,2023-04,Fri,6,1,1,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,Hell's Kitchen,Afternoon,2.55
2023-04-28,Apr,2023-04,Fri,6,1,1,Coffee,Cappuccino Lg,Barista Espresso,Hell's Kitchen,Afternoon,4.25
2023-04-28,Apr,2023-04,Fri,6,1,1,Bakery,Chocolate Croissant,Pastry,Astoria,Afternoon,3.75
2023-04-28,Apr,2023-04,Fri,6,2,2,Tea,Traditional Blend Chai Rg,Brewed Chai tea,Astoria,Afternoon,7.50
2023-04-28,Apr,2023-04,Fri,6,1,1,Bakery,Ginger Scone,Scone,Hell's Kitchen,Afternoon,3.25
2023-04-28,Apr,2023-04,Fri,6,1,1,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,Hell's Kitchen,Afternoon,2.45
2023-04-28,Apr,2023-04,Fri,6,2,2,Tea,Earl Grey Rg,Brewed Black tea,Hell's Kitchen,Afternoon,7.50
2023-04-28,Apr,2023-04,Fri,6,4,4,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,Astoria,Afternoon,12.50
2023-04-28,Apr,2023-04,Fri,6,1,1,Tea,Traditional Blend Chai Rg,Brewed Chai tea,Lower Manhattan,Afternoon,5.00
2023-04-28,Apr,2023-04,Fri,6,2,2,Tea,English Breakfast Rg,Brewed Black tea,Hell's Kitchen,Afternoon,5.00
